,Dalc,Fedu,Fjob,G1,G2,G3,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
176,1,2,other,13,13,11,2,services,T,4,2,yes,U,16,0,3,GT3,no,4,4,mother,5,yes,yes,no,yes,reputation,no,GP,no,F,2,2
177,1,3,other,6,5,6,3,other,T,4,4,yes,U,17,0,4,GT3,no,3,4,father,4,yes,yes,no,no,reputation,no,GP,no,M,2,1
178,3,2,services,10,8,9,4,teacher,T,4,10,yes,R,16,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,other,yes,GP,no,M,1,1
179,1,3,other,10,10,11,4,other,T,1,4,yes,U,17,0,5,GT3,yes,2,3,mother,2,yes,yes,yes,no,course,yes,GP,no,M,2,1
180,2,3,other,9,8,8,4,teacher,T,3,10,yes,U,16,0,3,GT3,yes,4,3,mother,3,yes,yes,yes,yes,home,no,GP,no,M,2,1
181,1,3,other,12,13,12,3,services,T,2,2,yes,U,16,0,4,GT3,no,2,3,mother,3,yes,yes,yes,yes,home,yes,GP,no,M,2,1
182,2,4,services,16,17,17,2,services,T,3,0,yes,U,17,0,5,GT3,yes,4,2,father,5,yes,no,yes,no,reputation,no,GP,no,F,2,1
183,2,3,other,9,9,8,3,other,T,3,56,yes,U,17,0,5,LE3,yes,3,3,mother,1,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
184,1,2,other,12,13,12,3,other,T,2,14,no,U,16,0,1,GT3,yes,2,2,mother,1,yes,yes,yes,yes,reputation,no,GP,no,F,2,1
185,2,3,services,12,12,11,3,services,T,3,12,yes,U,17,0,4,GT3,yes,3,4,mother,4,yes,yes,yes,no,other,yes,GP,no,M,2,1
186,1,2,services,11,12,11,1,services,T,2,2,yes,U,16,0,3,GT3,yes,3,3,mother,3,yes,yes,yes,yes,other,yes,GP,no,M,1,1
187,1,1,other,15,15,15,2,other,T,2,0,yes,U,16,0,4,LE3,no,2,3,mother,5,yes,yes,yes,yes,course,yes,GP,no,M,2,1
188,1,3,other,8,7,9,3,health,A,3,6,no,U,17,0,3,GT3,yes,3,3,mother,3,yes,yes,no,no,reputation,yes,GP,no,F,2,1
189,1,2,other,8,9,10,1,at_home,T,5,4,no,R,17,0,3,GT3,no,1,3,mother,3,yes,no,yes,no,home,no,GP,no,M,2,1
190,1,3,services,11,12,13,2,services,T,1,10,no,U,16,0,4,GT3,no,3,3,mother,2,yes,yes,yes,no,course,no,GP,no,F,2,1
191,1,1,services,8,8,9,1,at_home,T,1,0,yes,U,17,0,5,GT3,no,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,F,2,1
192,4,2,services,7,8,8,1,at_home,T,5,12,yes,U,17,0,4,GT3,no,4,4,other,5,yes,yes,no,yes,other,no,GP,no,M,2,2
193,3,3,services,8,9,10,3,services,T,4,8,yes,R,16,0,4,GT3,yes,3,2,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,1,1
194,1,3,other,13,14,14,2,other,T,1,0,no,U,16,0,5,GT3,no,3,3,father,3,yes,yes,yes,no,home,no,GP,no,M,1,2
195,1,4,services,14,15,15,2,services,T,1,0,yes,U,17,0,4,LE3,no,3,2,father,5,yes,yes,yes,no,course,yes,GP,no,F,2,1
196,1,4,teacher,17,15,16,4,services,T,2,4,no,U,17,0,5,GT3,no,2,3,mother,5,yes,yes,yes,no,home,no,GP,no,M,1,1
197,3,3,other,9,9,10,3,teacher,T,5,8,yes,R,16,0,3,LE3,yes,3,4,father,3,yes,yes,yes,yes,home,no,GP,no,M,1,3
198,2,4,teacher,18,18,18,4,services,T,3,24,no,U,17,1,4,GT3,yes,2,4,mother,2,yes,yes,yes,no,home,no,GP,no,F,1,2
199,1,4,teacher,9,9,10,4,teacher,T,2,0,no,U,16,0,4,LE3,yes,5,2,mother,3,yes,yes,yes,yes,reputation,no,GP,no,F,2,1
200,1,3,other,16,16,16,4,health,T,5,2,yes,U,16,0,4,GT3,yes,3,5,mother,2,yes,yes,yes,no,home,no,GP,no,F,2,1
201,1,3,other,8,10,10,2,other,T,3,6,yes,U,16,0,4,GT3,yes,4,3,mother,4,yes,no,yes,yes,reputation,no,GP,yes,F,2,1
202,1,1,other,9,9,10,1,other,T,3,4,no,U,17,0,4,GT3,yes,4,4,mother,1,yes,no,no,yes,course,no,GP,no,F,2,1
203,1,2,other,7,6,6,2,other,T,2,18,no,R,17,0,5,GT3,yes,3,2,mother,3,yes,yes,yes,no,reputation,no,GP,no,F,1,1
204,1,2,services,10,10,11,2,services,T,1,6,yes,R,16,0,5,GT3,yes,3,5,mother,5,yes,yes,no,yes,reputation,no,GP,no,F,4,2
205,3,4,services,10,9,9,3,at_home,T,4,28,no,U,17,1,4,GT3,yes,4,3,mother,5,yes,yes,yes,yes,home,yes,GP,no,F,3,1
206,2,1,other,7,7,7,3,services,A,2,5,no,U,16,3,2,GT3,yes,3,3,mother,4,yes,yes,yes,yes,course,no,GP,no,F,2,1
207,1,3,other,11,12,13,4,teacher,T,1,10,yes,U,16,0,1,GT3,no,3,2,mother,1,yes,yes,yes,yes,other,yes,GP,no,F,2,1
208,1,1,other,9,9,10,1,at_home,T,4,6,no,U,16,0,4,GT3,yes,3,2,mother,5,yes,no,yes,yes,home,no,GP,no,F,1,2
209,1,3,other,7,7,7,4,teacher,T,1,6,yes,R,17,0,4,GT3,yes,4,2,mother,4,yes,yes,yes,yes,reputation,yes,GP,no,F,3,2
210,1,3,other,8,8,8,3,other,T,2,10,yes,U,19,0,4,GT3,yes,3,3,other,3,yes,yes,yes,yes,reputation,no,GP,no,F,4,1
211,4,4,other,12,12,13,4,services,T,5,13,no,U,17,0,5,LE3,yes,3,5,mother,3,yes,yes,yes,yes,home,yes,GP,no,M,2,1
212,1,2,other,12,13,14,2,other,A,1,0,no,U,16,0,3,GT3,yes,3,4,mother,4,yes,yes,yes,yes,reputation,no,GP,yes,F,2,1
213,2,2,other,6,7,8,2,services,T,4,15,yes,U,18,1,4,GT3,yes,4,4,mother,5,yes,yes,yes,yes,home,no,GP,no,M,2,1
214,1,4,other,8,10,10,4,services,T,2,12,no,R,17,0,5,LE3,yes,2,1,mother,3,yes,no,yes,yes,other,no,GP,no,F,1,1
215,1,2,other,14,15,15,3,other,T,3,2,no,U,17,0,4,LE3,no,4,4,mother,1,yes,yes,yes,yes,reputation,no,GP,no,F,2,2
216,2,3,other,6,6,4,4,other,T,4,22,no,U,17,2,3,GT3,no,4,5,mother,1,yes,yes,yes,yes,reputation,yes,GP,no,F,2,1
217,2,3,health,6,6,8,3,services,T,4,13,no,U,18,1,3,LE3,yes,2,4,father,4,yes,yes,yes,yes,home,no,GP,no,M,2,1
218,1,3,other,7,7,8,2,at_home,T,4,3,no,U,17,0,3,GT3,yes,3,3,father,3,yes,no,yes,yes,home,no,GP,no,F,1,2
219,1,2,at_home,9,10,10,2,at_home,T,1,4,yes,U,17,0,4,GT3,yes,3,3,mother,4,yes,yes,yes,yes,course,no,GP,no,F,3,1
220,1,1,services,6,6,6,2,at_home,T,2,2,yes,R,17,0,4,GT3,yes,2,5,mother,5,yes,yes,yes,no,reputation,no,GP,no,F,2,2
221,1,1,other,6,5,0,1,at_home,T,1,0,yes,U,17,1,4,GT3,yes,3,4,mother,5,yes,no,yes,no,reputation,yes,GP,no,F,3,1
222,1,3,teacher,16,16,17,2,services,T,1,2,no,U,16,0,2,GT3,no,3,1,mother,3,yes,yes,yes,no,other,no,GP,yes,F,2,1
223,5,2,other,12,13,13,2,other,T,5,0,no,U,18,0,3,GT3,yes,3,3,mother,4,yes,yes,yes,yes,home,no,GP,no,M,2,2
224,1,4,services,13,13,14,4,teacher,T,1,0,yes,U,16,0,5,GT3,yes,3,2,mother,5,yes,yes,no,no,home,no,GP,no,F,3,1
225,1,1,other,9,8,7,3,other,T,1,16,yes,R,18,1,5,GT3,no,3,3,mother,4,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
226,1,2,other,16,15,15,3,other,T,3,10,yes,U,17,0,5,GT3,no,3,4,mother,3,yes,yes,no,no,course,no,GP,no,F,2,1
227,1,3,services,12,11,12,2,services,T,3,2,no,U,17,0,5,LE3,yes,3,3,father,3,yes,yes,no,yes,reputation,no,GP,no,M,2,1
228,4,1,other,10,8,9,2,at_home,T,5,14,yes,U,18,0,4,LE3,yes,3,2,mother,3,yes,yes,yes,yes,course,yes,GP,yes,M,2,4
229,1,1,other,12,10,12,2,other,A,2,10,yes,U,17,0,3,GT3,no,2,3,mother,3,yes,yes,yes,no,course,yes,GP,no,F,3,2
230,1,3,other,13,13,14,4,health,T,2,14,yes,U,17,0,3,LE3,no,2,3,father,3,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
231,1,2,other,11,11,11,2,other,T,1,4,yes,R,17,0,4,GT3,yes,5,2,father,1,yes,yes,yes,yes,course,no,GP,no,M,2,2
232,1,4,teacher,11,9,9,4,teacher,T,3,14,yes,U,17,0,4,GT3,yes,5,5,mother,2,yes,yes,yes,no,reputation,yes,GP,yes,M,2,1
233,2,4,other,14,13,13,4,health,T,4,2,yes,U,16,0,4,GT3,yes,2,4,father,1,yes,yes,yes,yes,reputation,no,GP,no,M,2,1
234,1,1,other,9,7,6,1,other,T,1,18,no,U,16,0,3,LE3,yes,4,2,mother,5,yes,yes,yes,yes,home,no,GP,no,M,2,2
235,1,2,other,11,9,10,3,at_home,T,3,10,yes,U,16,0,5,GT3,no,3,3,mother,2,yes,yes,yes,no,reputation,yes,GP,no,M,3,2
236,5,2,other,14,13,13,2,other,T,5,4,yes,U,17,0,4,LE3,no,4,2,father,4,yes,yes,no,yes,home,yes,GP,no,M,2,1
237,1,1,other,13,12,12,2,other,T,1,20,no,U,16,0,4,GT3,no,5,2,mother,5,yes,yes,yes,no,home,yes,GP,no,F,1,1
238,1,1,services,13,11,11,2,at_home,T,1,2,yes,R,17,0,2,GT3,no,1,1,mother,3,yes,no,yes,no,course,no,GP,no,F,2,3
239,3,2,services,7,7,0,2,other,T,5,0,no,U,18,1,5,GT3,no,5,4,father,2,no,yes,yes,no,reputation,no,GP,no,M,2,1
240,1,3,other,12,12,12,4,health,T,4,14,yes,U,17,0,2,LE3,no,5,5,mother,5,yes,yes,yes,no,course,yes,GP,no,M,2,2
241,2,4,other,10,11,12,4,teacher,A,3,2,no,R,17,0,3,LE3,yes,3,3,mother,4,yes,yes,yes,yes,course,no,GP,no,M,2,2
242,1,3,other,6,0,0,4,teacher,T,1,0,yes,U,16,0,5,LE3,no,4,5,mother,3,yes,yes,no,no,course,no,GP,no,M,1,1
243,1,4,services,13,12,12,4,services,T,2,0,yes,U,16,0,5,GT3,no,3,2,mother,5,yes,yes,yes,no,course,no,GP,no,M,1,1
244,1,1,other,7,0,0,2,other,T,1,0,no,U,18,0,4,GT3,yes,4,4,other,3,yes,yes,no,yes,course,yes,GP,no,F,3,2
245,1,1,other,18,18,18,2,other,T,1,6,no,U,16,0,4,GT3,no,3,3,mother,4,yes,yes,yes,no,course,no,GP,no,M,1,3
246,1,3,other,12,12,13,2,other,T,1,4,no,U,17,0,5,GT3,no,2,2,father,2,yes,yes,yes,no,course,no,GP,no,M,1,2
247,5,1,services,6,8,8,3,services,T,5,16,no,U,22,3,5,GT3,no,4,5,mother,1,no,yes,no,no,other,yes,GP,no,M,1,1
248,1,3,services,3,5,5,3,other,T,3,8,no,R,18,1,4,LE3,yes,3,3,mother,5,yes,yes,yes,no,course,yes,GP,no,M,2,1
249,2,2,other,13,15,15,0,other,T,4,0,no,U,16,0,4,GT3,no,3,2,mother,5,yes,yes,no,yes,other,no,GP,no,M,1,1
250,2,2,other,6,8,8,3,services,T,4,0,no,U,18,1,4,GT3,no,4,5,mother,5,no,yes,yes,no,course,no,GP,no,M,1,2
251,1,3,other,7,10,10,3,at_home,T,3,6,no,U,16,0,5,GT3,yes,3,3,other,2,yes,yes,no,no,reputation,no,GP,yes,M,2,3
252,2,1,services,6,9,8,2,services,T,5,4,no,U,18,1,3,GT3,no,2,5,mother,5,no,yes,no,no,other,no,GP,no,M,1,1
253,1,1,other,8,9,8,2,other,T,3,0,yes,R,16,0,3,GT3,no,3,2,mother,3,yes,no,no,no,course,no,GP,no,M,1,2
254,2,1,other,8,12,12,2,other,T,4,0,no,R,17,0,4,GT3,no,4,2,mother,5,yes,yes,no,no,course,no,GP,no,M,1,1
255,1,1,other,7,9,8,1,health,T,2,2,yes,U,17,1,4,LE3,yes,4,4,mother,5,yes,yes,yes,no,course,no,GP,no,M,1,2
256,1,2,services,14,12,13,4,teacher,T,1,6,yes,U,17,0,4,LE3,yes,2,3,mother,4,yes,yes,yes,yes,reputation,no,GP,no,F,4,1
257,1,3,at_home,11,11,11,4,services,A,1,12,no,U,19,0,4,LE3,yes,3,1,mother,1,yes,yes,yes,no,reputation,no,GP,no,M,2,1
258,1,1,other,15,14,14,2,other,T,2,8,yes,U,18,0,5,GT3,no,2,4,mother,4,yes,yes,yes,no,home,no,GP,no,M,2,1
259,1,2,services,10,9,0,2,services,T,1,0,yes,U,17,0,3,LE3,no,4,1,father,2,yes,yes,yes,yes,course,yes,GP,no,F,4,1
260,1,3,other,17,18,18,4,services,T,3,21,no,U,18,0,3,GT3,yes,1,2,father,2,yes,yes,yes,yes,home,yes,GP,no,F,2,1
261,1,3,other,8,8,8,4,teacher,T,1,2,no,U,18,0,4,GT3,yes,3,2,mother,3,yes,yes,no,yes,course,no,GP,no,M,2,1
262,1,2,other,13,12,12,3,other,T,1,1,yes,R,18,0,5,GT3,no,3,2,mother,3,yes,no,no,no,course,no,GP,no,M,3,1
263,1,3,other,10,9,9,3,other,T,1,4,yes,U,17,0,3,GT3,no,2,3,mother,4,yes,no,no,no,home,no,GP,no,F,3,1
264,1,2,services,9,10,0,2,at_home,T,1,0,yes,U,18,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,yes,home,yes,GP,no,F,3,1
265,3,4,other,17,17,17,3,other,A,4,13,yes,R,18,0,4,LE3,yes,2,5,mother,1,yes,yes,yes,yes,reputation,no,GP,no,M,2,2
266,3,1,other,9,9,10,3,services,T,4,2,yes,U,17,0,5,GT3,no,4,4,mother,5,yes,yes,yes,yes,other,yes,GP,no,M,2,1
267,2,4,other,12,10,11,4,teacher,T,2,8,yes,R,18,0,4,GT3,no,3,4,mother,4,yes,yes,yes,yes,reputation,no,GP,no,F,2,2
268,1,2,other,10,9,10,4,health,T,3,10,yes,U,18,0,5,GT3,yes,4,5,father,5,yes,yes,yes,yes,reputation,yes,GP,no,M,2,1
269,1,1,other,6,0,0,2,other,T,2,0,no,R,18,0,4,GT3,yes,3,5,mother,3,no,yes,yes,no,reputation,yes,GP,no,F,2,2
270,3,3,services,9,9,9,3,other,T,3,15,yes,U,19,2,4,GT3,yes,3,5,other,5,yes,yes,yes,yes,home,no,GP,no,F,2,1
271,1,3,services,15,14,14,2,other,T,3,4,yes,U,18,0,4,GT3,yes,5,5,father,2,yes,yes,yes,yes,reputation,yes,GP,no,F,4,1
272,1,1,other,11,11,11,1,other,T,1,2,no,U,18,0,4,LE3,yes,4,3,mother,3,yes,no,no,yes,home,no,GP,no,F,2,2
273,2,2,at_home,15,14,14,1,at_home,T,2,2,yes,R,17,0,3,GT3,yes,5,2,mother,1,yes,no,no,yes,home,yes,GP,no,M,2,1
274,1,4,health,10,10,10,2,at_home,T,1,2,no,U,17,0,4,GT3,yes,3,3,mother,1,yes,yes,yes,yes,reputation,yes,GP,no,F,2,2
275,2,2,other,12,12,12,2,services,T,3,6,no,U,17,0,4,LE3,yes,4,4,mother,5,yes,yes,yes,yes,course,yes,GP,yes,F,2,2
276,1,2,services,10,9,9,3,other,A,1,75,no,R,18,0,4,GT3,no,1,1,mother,5,no,yes,no,no,home,yes,GP,no,F,2,2
277,1,4,services,9,9,9,4,teacher,T,4,22,yes,U,18,0,3,GT3,no,2,4,mother,3,yes,yes,yes,yes,home,no,GP,no,M,1,2
278,1,4,health,9,8,8,4,health,T,1,15,yes,U,18,1,2,GT3,yes,4,4,father,4,yes,yes,yes,no,reputation,yes,GP,yes,F,2,1
279,1,3,services,10,11,10,4,teacher,T,2,8,yes,U,18,0,4,LE3,no,2,3,mother,1,yes,yes,yes,yes,course,no,GP,no,M,1,2
280,2,1,other,8,8,8,4,services,A,4,30,yes,U,17,0,4,LE3,no,5,4,mother,5,yes,yes,yes,yes,home,yes,GP,no,M,1,2
281,3,2,services,11,9,10,3,teacher,A,4,19,no,U,17,1,4,LE3,no,4,4,mother,3,yes,yes,yes,no,home,no,GP,no,M,1,1
282,1,1,other,12,12,12,1,at_home,T,1,1,yes,R,18,0,5,LE3,yes,2,2,mother,3,yes,no,yes,yes,reputation,no,GP,no,F,4,2
283,1,1,other,8,9,10,1,other,T,1,4,yes,U,18,0,5,GT3,no,4,4,mother,4,yes,yes,yes,no,home,no,GP,yes,F,2,2
284,1,2,other,10,9,11,2,other,T,2,4,no,U,17,0,5,GT3,yes,4,5,mother,5,yes,yes,no,no,course,no,GP,no,F,2,1
285,1,1,other,12,10,11,1,other,T,2,2,no,U,17,0,4,GT3,no,3,3,father,4,yes,yes,no,yes,reputation,no,GP,no,M,2,1
286,1,2,at_home,18,18,19,2,at_home,T,2,5,no,U,18,0,4,GT3,yes,3,3,mother,2,yes,yes,yes,yes,other,no,GP,no,F,3,1
287,1,1,teacher,13,12,12,1,services,T,1,6,no,U,17,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,yes,reputation,no,GP,no,F,3,1
288,1,1,services,15,14,14,2,services,T,3,6,yes,U,18,0,4,GT3,no,2,4,mother,2,yes,yes,yes,yes,reputation,no,GP,no,M,3,1
289,1,4,teacher,15,13,15,4,teacher,A,1,9,yes,U,18,0,5,LE3,yes,4,3,mother,2,yes,yes,yes,yes,reputation,no,GP,no,M,2,1
290,1,2,other,12,11,11,4,teacher,T,4,11,yes,U,18,0,4,GT3,yes,3,2,mother,5,yes,yes,yes,yes,home,yes,GP,no,M,2,1
291,1,3,services,15,15,15,4,health,T,2,0,no,U,17,0,4,GT3,yes,2,2,mother,3,yes,yes,yes,yes,reputation,no,GP,no,F,3,1
292,1,1,at_home,12,12,13,2,services,T,1,12,no,U,18,1,5,LE3,no,4,3,mother,5,yes,yes,yes,no,reputation,yes,GP,no,F,2,1
293,1,1,other,18,18,18,3,services,T,1,6,no,R,17,0,3,LE3,yes,1,2,mother,3,yes,no,yes,yes,reputation,no,GP,no,F,4,2
294,1,2,other,14,13,14,3,services,T,1,8,yes,R,18,0,5,LE3,yes,4,2,mother,4,yes,yes,yes,yes,reputation,no,GP,no,M,3,2
295,1,3,other,14,12,11,3,health,T,3,4,no,U,17,0,4,GT3,yes,4,3,mother,5,yes,yes,yes,yes,home,no,GP,no,M,1,1
296,2,4,other,10,9,0,4,health,T,3,0,yes,U,19,0,2,GT3,yes,3,4,other,2,yes,yes,yes,yes,reputation,no,GP,no,F,2,2
297,1,3,other,10,8,8,4,other,T,2,10,no,U,18,0,4,LE3,yes,4,5,other,2,yes,yes,yes,yes,home,yes,GP,no,F,2,2
298,1,3,other,14,13,14,4,other,T,1,0,no,U,18,0,4,GT3,yes,3,3,father,3,yes,yes,yes,yes,reputation,no,GP,no,F,4,1
299,2,4,teacher,16,15,16,4,teacher,T,2,5,no,U,18,0,1,LE3,yes,4,2,mother,1,yes,yes,yes,yes,home,yes,GP,no,M,1,1
300,1,4,other,12,10,11,4,health,A,1,14,no,U,18,0,4,LE3,yes,2,4,mother,4,yes,yes,yes,no,home,yes,GP,no,F,2,1
301,2,4,teacher,11,11,10,4,other,T,2,0,no,U,17,0,4,LE3,no,1,1,father,5,yes,yes,yes,yes,home,no,GP,no,M,1,2
302,1,2,other,15,12,14,4,other,T,1,0,no,U,17,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,yes,reputation,no,GP,no,F,3,2
303,1,2,health,17,17,18,3,health,T,2,0,yes,U,17,0,5,GT3,yes,2,2,father,5,yes,yes,no,yes,reputation,no,GP,no,F,4,1
304,1,3,other,15,14,13,3,other,T,1,20,yes,U,19,1,4,GT3,yes,4,4,other,3,yes,yes,yes,no,home,yes,GP,no,M,2,1
305,1,4,at_home,14,12,12,2,services,T,1,8,yes,U,18,1,4,GT3,yes,4,3,other,3,yes,yes,yes,yes,reputation,no,GP,no,F,2,1
306,1,2,other,17,18,18,3,services,A,1,0,yes,U,20,0,5,GT3,no,5,3,other,5,yes,no,yes,no,course,no,GP,no,M,1,1
307,1,4,services,8,9,8,4,teacher,T,1,38,no,U,19,1,4,GT3,yes,3,4,other,4,yes,yes,yes,yes,reputation,yes,GP,no,M,1,2
308,1,3,services,15,12,12,3,other,T,2,0,yes,R,19,1,4,GT3,no,5,3,father,5,yes,no,yes,no,reputation,yes,GP,no,M,2,1
309,1,1,other,12,10,10,1,at_home,T,3,18,yes,U,19,1,4,LE3,yes,4,3,other,3,yes,yes,no,no,reputation,no,GP,yes,F,2,1
310,2,2,services,9,9,0,1,services,T,2,0,yes,U,19,1,4,LE3,no,2,4,other,3,yes,no,no,no,home,yes,GP,no,F,2,1
311,1,1,other,14,12,13,2,at_home,T,1,20,no,U,19,0,3,GT3,yes,4,1,other,2,no,yes,yes,no,other,yes,GP,no,F,2,3
312,2,2,services,13,11,11,1,other,T,2,3,no,U,19,1,4,GT3,no,5,2,other,4,yes,yes,no,no,course,no,GP,no,M,2,1
313,1,2,other,13,10,11,3,services,T,2,22,no,U,19,1,4,LE3,yes,2,2,other,1,yes,yes,no,yes,reputation,yes,GP,no,F,2,2
314,1,1,health,15,13,13,1,at_home,T,1,14,no,U,19,2,4,GT3,no,1,2,other,3,yes,yes,no,no,home,yes,GP,no,F,3,1
315,1,3,other,13,11,11,2,other,T,1,40,no,R,19,1,4,GT3,no,1,2,other,3,yes,yes,yes,no,reputation,yes,GP,no,F,3,1
316,1,1,other,8,8,0,2,services,T,2,0,yes,U,18,0,5,GT3,yes,3,3,mother,1,yes,yes,yes,yes,course,no,GP,no,F,2,2
317,1,3,other,9,10,9,4,other,T,1,9,yes,U,18,0,4,GT3,yes,3,4,mother,5,yes,yes,yes,yes,course,yes,GP,no,F,3,1
318,2,4,services,11,11,10,3,at_home,T,5,0,yes,R,17,0,4,GT3,yes,3,4,father,5,yes,yes,no,yes,course,no,GP,no,F,3,1
319,3,4,other,11,11,11,4,teacher,T,3,2,no,U,18,0,4,GT3,yes,4,4,mother,5,yes,yes,yes,yes,course,no,GP,no,F,2,1
320,1,3,services,13,13,13,4,services,A,2,23,no,U,17,0,5,GT3,yes,2,2,mother,5,yes,yes,yes,yes,course,yes,GP,no,F,2,1
321,1,2,other,11,9,9,2,other,T,1,12,no,U,17,0,4,GT3,yes,2,2,mother,3,yes,no,yes,no,course,yes,GP,no,F,2,1
322,2,2,services,11,11,11,2,services,T,2,3,yes,R,17,0,3,LE3,yes,3,2,mother,3,yes,yes,yes,yes,course,no,GP,no,F,3,1
323,2,1,services,12,14,15,3,services,T,3,1,no,U,17,0,3,GT3,yes,4,3,father,5,yes,yes,no,no,course,no,GP,no,F,3,1
324,2,2,at_home,16,15,15,0,at_home,T,3,0,no,U,17,0,3,LE3,no,3,3,father,2,yes,yes,yes,no,home,no,GP,no,F,3,2
325,2,4,other,9,12,11,4,other,T,2,3,yes,U,18,0,4,GT3,no,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,M,3,1
326,3,3,services,14,15,16,3,other,T,5,3,yes,U,17,0,4,GT3,no,3,5,mother,5,yes,yes,no,no,reputation,no,GP,no,M,1,1
327,5,2,other,11,10,10,2,services,T,5,8,no,R,17,0,4,GT3,yes,4,5,mother,4,yes,yes,yes,no,course,no,GP,no,M,1,4
328,1,4,services,10,9,9,4,teacher,T,3,7,yes,U,17,0,5,GT3,yes,4,4,mother,4,yes,yes,yes,yes,course,no,GP,no,F,3,1
329,1,4,teacher,14,14,14,4,teacher,T,2,4,no,U,17,0,4,GT3,yes,3,3,mother,4,yes,yes,no,yes,course,yes,GP,no,F,3,2
330,2,2,other,9,8,8,2,other,T,4,2,yes,U,18,0,4,LE3,yes,5,5,mother,5,yes,yes,yes,no,course,no,GP,no,M,4,1
331,1,4,other,12,14,14,2,at_home,T,1,7,no,R,17,0,4,GT3,yes,4,3,father,5,yes,yes,yes,no,course,yes,GP,no,F,3,1
332,1,3,services,7,0,0,3,services,T,1,0,yes,U,18,0,5,GT3,no,3,4,mother,4,yes,yes,yes,no,home,no,GP,no,F,2,1
333,1,2,other,8,8,0,2,other,T,1,0,yes,U,18,0,4,LE3,no,3,3,other,2,yes,yes,no,no,home,yes,GP,no,F,2,1
334,1,2,other,10,9,0,2,at_home,T,1,0,yes,R,18,0,4,GT3,no,4,4,mother,4,yes,no,yes,no,course,no,GP,no,F,4,2
335,1,4,other,16,15,15,3,services,T,3,16,no,U,17,0,4,GT3,no,4,5,mother,5,yes,yes,yes,no,course,no,GP,no,F,3,1
336,1,1,at_home,14,13,13,3,services,A,2,12,no,R,19,1,5,GT3,no,4,3,other,5,yes,no,yes,yes,home,no,GP,no,F,3,1
337,2,2,other,7,8,0,3,other,T,3,0,no,U,17,0,4,GT3,yes,3,2,mother,2,yes,yes,yes,yes,home,yes,GP,no,F,2,1
338,1,3,services,16,15,17,3,services,T,1,7,no,U,18,0,5,LE3,yes,3,3,mother,1,yes,yes,yes,no,home,no,GP,no,F,4,1
339,2,2,other,9,10,10,3,other,A,3,4,no,R,17,0,4,GT3,yes,3,3,mother,2,yes,yes,yes,yes,home,no,GP,no,F,2,1
340,1,1,services,11,12,11,2,services,T,3,4,yes,U,19,1,4,GT3,no,3,4,other,3,yes,yes,yes,yes,home,yes,GP,no,F,3,1
341,2,4,services,10,10,0,4,teacher,T,2,0,yes,U,18,1,4,GT3,yes,3,3,father,2,yes,yes,yes,no,home,no,GP,no,M,2,1
342,1,4,other,16,15,15,3,services,T,3,11,yes,U,18,0,4,LE3,no,3,3,mother,5,yes,yes,yes,no,home,yes,GP,no,M,2,1
343,1,2,at_home,9,8,0,2,at_home,A,2,0,no,U,17,1,3,GT3,yes,3,1,father,4,yes,yes,yes,no,home,yes,GP,no,F,2,1
344,1,3,other,11,10,10,2,at_home,T,2,4,no,U,18,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,F,3,1
345,2,2,services,13,13,14,3,other,T,3,7,no,U,18,0,5,GT3,no,4,3,mother,1,yes,yes,yes,no,other,yes,GP,no,F,3,1
346,1,3,services,16,15,16,4,teacher,T,2,9,no,R,18,0,5,GT3,no,3,2,mother,4,yes,yes,yes,no,course,yes,GP,no,M,3,1
347,2,3,other,10,10,9,4,teacher,T,3,0,no,U,18,0,5,GT3,yes,4,5,mother,5,yes,yes,yes,yes,course,yes,GP,no,M,3,1
348,1,3,other,13,15,15,4,health,T,3,0,yes,U,17,0,4,GT3,yes,4,3,mother,4,yes,yes,yes,yes,reputation,yes,GP,no,F,3,1
349,5,2,other,11,13,13,3,other,T,5,10,no,R,18,1,2,GT3,yes,5,5,mother,5,yes,yes,no,no,course,no,MS,no,M,1,2
350,3,1,services,8,7,8,1,other,T,3,8,no,R,19,3,5,GT3,no,4,4,other,2,yes,yes,yes,no,home,no,MS,no,M,2,3
351,2,3,other,13,13,13,3,health,T,3,2,no,U,17,0,4,GT3,yes,5,4,mother,3,yes,yes,yes,yes,course,no,MS,no,M,2,2
352,2,3,services,8,7,8,1,at_home,T,3,7,no,U,18,1,4,LE3,no,3,3,mother,3,no,yes,yes,no,course,yes,MS,no,M,1,1
353,3,1,other,8,8,8,1,other,T,3,4,no,R,19,1,4,GT3,yes,4,4,other,5,yes,yes,yes,no,home,no,MS,no,M,1,3
